,Customer ID,Order ID,Product ID,Sales,Quantity,Discount,Profit
1903,DK-12835,CA-2017-167094,FUR-CH-10000155,478.48,2,0.2,47.848
1904,DK-12835,CA-2017-167094,TEC-AC-10003116,28.4,2,0.2,6.745
1905,MD-17860,CA-2017-154410,OFF-ST-10002743,909.12,8,0.0,9.0912
1906,RP-19855,US-2016-150567,OFF-BI-10001757,2.952,2,0.7,-2.1648
1907,RP-19855,US-2016-150567,OFF-BI-10000069,27.018,6,0.7,-21.6144
1908,RW-19540,CA-2015-157959,FUR-FU-10004093,136.92,4,0.0,41.076
1909,DB-13660,CA-2017-105886,FUR-FU-10001037,18.96,2,0.0,8.532
1910,SC-20770,CA-2016-105963,TEC-AC-10003832,99.39,3,0.0,40.7499
1911,FH-14275,CA-2017-121503,OFF-PA-10001878,273.896,7,0.2,92.4399
1912,FH-14275,CA-2017-121503,TEC-MA-10003674,597.132,3,0.4,49.761
1913,EH-13990,CA-2014-103366,TEC-AC-10003628,149.95,5,0.0,65.978
1914,AS-10630,CA-2017-124597,OFF-LA-10003190,4.608,2,0.2,1.6704
1915,AS-10630,CA-2017-124597,OFF-AR-10002280,15.528,3,0.2,4.8525
1916,AS-10630,CA-2017-124597,OFF-LA-10001569,11.952,3,0.2,3.8844
1917,HA-14905,CA-2015-105634,OFF-AR-10001573,11.65,5,0.0,3.3785
1918,CH-12070,CA-2015-123673,TEC-PH-10001809,299.9,2,0.0,74.975
1919,EH-13765,US-2017-111423,OFF-BI-10003091,895.92,5,0.2,302.373
1920,EH-13765,US-2017-111423,FUR-CH-10003981,462.564,2,0.1,97.6524
1921,MZ-17515,CA-2015-125178,OFF-ST-10002562,15.008,2,0.2,1.5008
1922,SC-20230,CA-2016-156685,TEC-PH-10004345,863.64,9,0.2,107.955
1923,SC-20230,CA-2016-156685,OFF-AR-10000588,47.616,3,0.2,3.5712
1924,NP-18325,CA-2017-126865,OFF-PA-10003039,92.94,3,0.0,41.823
1925,LW-16990,CA-2017-102834,TEC-AC-10001908,199.98,2,0.0,69.993
1926,GM-14680,US-2016-139710,TEC-PH-10001198,177.48,3,0.2,19.9665
1927,RH-19495,CA-2017-121538,OFF-PA-10004071,88.768,2,0.2,31.0688
1928,VM-21685,US-2017-101539,OFF-PA-10001972,6.48,1,0.0,3.1104
1929,VM-21685,US-2017-101539,OFF-ST-10004180,46.51,1,0.0,1.8604
1930,VM-21685,US-2017-101539,TEC-PH-10004165,659.976,3,0.2,49.4982
1931,CC-12670,CA-2016-152121,TEC-PH-10002483,271.992,1,0.2,23.7993
1932,SV-20365,CA-2017-161200,FUR-BO-10000468,145.74,3,0.0,23.3184
1933,SV-20365,CA-2017-161200,FUR-FU-10001706,15.4,5,0.0,7.392
1934,LW-16990,CA-2017-101245,OFF-PA-10003129,244.55,5,0.0,114.9385
1935,LW-16990,CA-2017-101245,TEC-AC-10001284,166.16,8,0.0,59.8176
1936,NP-18685,CA-2015-141768,FUR-FU-10002268,14.73,3,0.0,4.8609
1937,JE-15715,CA-2016-112109,OFF-BI-10002082,19.968,2,0.7,-13.312
1938,JE-15715,CA-2016-112109,OFF-ST-10001505,33.488,7,0.2,-1.2558
1939,JE-15715,CA-2016-112109,OFF-BI-10001634,8.736,4,0.7,-6.1152
1940,JE-15715,CA-2016-112109,FUR-CH-10004287,662.88,3,0.2,74.574
1941,CP-12085,CA-2017-144064,OFF-LA-10004544,47.36,4,0.2,17.76
1942,CP-12085,CA-2017-144064,OFF-ST-10004507,27.44,2,0.2,2.401
1943,CP-12085,CA-2017-144064,OFF-BI-10002012,3.24,9,0.8,-5.184
1944,EA-14035,CA-2016-108581,TEC-AC-10001109,95.968,4,0.2,26.3912
1945,EA-14035,CA-2016-108581,OFF-PA-10000809,10.368,2,0.2,3.6288
1946,AC-10615,CA-2017-157987,OFF-AR-10000658,23.1,2,0.0,6.468
1947,AC-10615,CA-2017-157987,FUR-FU-10001196,11.54,2,0.0,3.462
1948,AC-10615,CA-2017-157987,FUR-TA-10001889,254.526,1,0.4,-93.3262
1949,AC-10615,CA-2017-157987,OFF-AP-10000358,12.98,1,0.0,3.7642
1950,AC-10615,CA-2017-157987,OFF-BI-10004970,26.432,8,0.2,8.9208
1951,AC-10615,CA-2017-157987,TEC-PH-10003885,197.97,3,0.0,57.4113
1952,AC-10615,CA-2017-157987,OFF-LA-10001641,18.9,6,0.0,9.072
1953,AC-10615,CA-2017-157987,FUR-CH-10003379,1282.41,5,0.1,213.735
1954,AC-10615,CA-2017-157987,OFF-AR-10004582,4.92,3,0.0,2.214
1955,AC-10615,CA-2017-157987,TEC-AC-10002842,238.0,2,0.0,38.08
1956,AC-10615,CA-2017-157987,TEC-AC-10000109,167.97,3,0.0,40.3128
1957,AC-10615,CA-2017-157987,OFF-PA-10003893,17.12,4,0.0,7.704
1958,RW-19690,CA-2017-110905,OFF-BI-10003669,16.2,3,0.0,7.776
1959,RW-19690,CA-2017-110905,OFF-AP-10004785,33.99,3,0.0,14.6157
1960,RW-19690,CA-2017-110905,TEC-AC-10003023,296.85,5,0.0,53.433
1961,RW-19690,CA-2017-110905,TEC-AC-10002217,112.8,6,0.0,6.768
1962,RW-19690,CA-2017-110905,OFF-BI-10002954,13.71,3,0.0,6.5808
1963,RW-19690,CA-2017-110905,OFF-PA-10002586,24.9,5,0.0,11.703
1964,RW-19690,CA-2017-110905,OFF-ST-10000025,286.29,3,0.0,17.1774
1965,RW-19690,CA-2017-110905,OFF-AP-10003281,24.18,2,0.0,7.254
1966,DB-13210,CA-2017-165841,TEC-PH-10002103,281.97,3,0.0,78.9516
1967,DB-13210,CA-2017-165841,OFF-SU-10000898,69.5,5,0.0,20.155
1968,DB-13210,CA-2017-165841,OFF-PA-10001144,166.44,3,0.0,79.8912
1969,BD-11320,CA-2017-117485,TEC-AC-10004659,291.96,4,0.0,102.186
1970,ML-17755,CA-2017-140242,OFF-AR-10004752,6.408,3,0.2,0.6408
1971,ML-17755,CA-2017-140242,TEC-AC-10004659,408.744,7,0.2,76.6395
1972,JD-16015,CA-2014-148950,OFF-BI-10001249,5.104,4,0.8,-8.6768
1973,JD-16015,CA-2014-148950,OFF-FA-10003059,2.896,2,0.2,0.4706
1974,JD-16015,CA-2014-148950,TEC-AC-10002718,35.016,3,0.2,-2.1885
1975,AS-10225,CA-2014-110408,OFF-ST-10001522,275.97,3,0.0,11.0388
1976,AS-10225,CA-2014-110408,TEC-PH-10002352,1394.95,5,0.0,362.687
1977,AS-10225,CA-2014-110408,FUR-CH-10003774,545.88,6,0.0,70.9644
1978,AA-10375,CA-2015-109939,OFF-AR-10000127,5.248,2,0.2,0.5904
1979,KT-16465,CA-2016-112669,FUR-CH-10004086,933.536,4,0.2,105.0228
1980,KT-16465,CA-2016-112669,OFF-ST-10001228,42.976,4,0.2,4.2976
1981,MM-18280,CA-2015-119592,OFF-BI-10004187,3.76,2,0.0,1.8048
1982,NG-18430,CA-2014-122749,TEC-PH-10003811,479.96,4,0.0,134.3888
1983,LW-16825,CA-2014-164721,OFF-AP-10000240,320.88,6,0.0,93.0552
1984,LW-16825,CA-2014-164721,FUR-FU-10001940,23.88,3,0.0,10.5072
1985,LW-16825,CA-2014-164721,OFF-PA-10000575,26.76,4,0.0,12.3096
1986,CB-12415,CA-2016-147417,TEC-CO-10001449,1439.976,4,0.4,191.9968
1987,AS-10090,CA-2015-127509,OFF-BI-10002393,17.22,3,0.0,7.9212
1988,AS-10090,CA-2015-127509,FUR-TA-10002855,1024.38,7,0.0,215.1198
1989,AS-10090,CA-2015-127509,OFF-EN-10000781,26.22,3,0.0,12.3234
1990,AS-10090,CA-2015-127509,OFF-PA-10002160,17.34,3,0.0,8.4966
1991,CB-12415,CA-2017-111374,OFF-BI-10004970,4.956,4,0.7,-3.7996
1992,ML-17755,CA-2017-133648,OFF-LA-10003923,71.04,6,0.2,26.64
1993,ML-17755,CA-2017-133648,OFF-AR-10002257,5.344,2,0.2,0.7348
1994,ML-17755,CA-2017-133648,OFF-FA-10004395,11.304,3,0.2,-2.1195
1995,JS-16030,US-2017-147221,OFF-AP-10002534,294.62,5,0.8,-766.012
1996,JS-16030,US-2017-147221,FUR-FU-10004020,8.752,4,0.6,-3.7196
1997,ND-18460,CA-2014-131905,OFF-LA-10002787,15.0,4,0.0,7.2
1998,ND-18460,CA-2014-131905,TEC-PH-10003645,161.61,1,0.0,42.0186
1999,ND-18460,CA-2014-131905,TEC-PH-10001615,144.95,5,0.0,42.0355
2000,LW-17215,CA-2017-166128,TEC-AC-10001767,199.95,5,0.0,21.9945
2001,LW-17215,CA-2017-166128,OFF-AR-10001221,41.86,7,0.0,14.2324
2002,JW-15955,CA-2017-163510,OFF-ST-10000563,95.94,3,0.0,9.594
2003,JW-15955,CA-2017-163510,FUR-CH-10001146,304.45,5,0.0,76.1125
2004,SC-20050,US-2017-143028,OFF-BI-10004738,11.364,3,0.8,-17.046
2005,RW-19630,CA-2014-111150,OFF-AR-10000034,29.68,7,0.0,11.5752
2006,RW-19630,CA-2014-111150,TEC-AC-10000290,47.53,7,0.0,16.1602
2007,CM-12190,CA-2017-165386,FUR-BO-10003034,183.372,2,0.3,-36.6744
2008,JF-15190,CA-2014-116407,OFF-AR-10001315,4.224,3,0.2,0.4752
2009,JF-15190,CA-2014-116407,OFF-AP-10002118,333.056,2,0.2,29.1424
2010,JF-15190,CA-2014-116407,OFF-PA-10002137,24.896,4,0.2,7.78
2011,SC-20800,CA-2015-155761,TEC-AC-10001606,159.984,2,0.2,35.9964
2012,SC-20800,CA-2015-155761,OFF-ST-10000943,46.344,3,0.2,4.6344
2013,AM-10705,CA-2016-145905,FUR-CH-10001854,350.98,1,0.0,84.2352
2014,AM-10705,CA-2016-145905,OFF-PA-10000533,13.08,2,0.0,6.0168
2015,AM-10705,CA-2016-145905,OFF-ST-10003716,900.08,4,0.0,117.0104
2016,BK-11260,CA-2015-113110,OFF-BI-10000088,17.568,2,0.2,6.3684
2017,BK-11260,CA-2015-113110,OFF-LA-10000240,14.62,2,0.0,6.8714
2018,BK-11260,CA-2015-113110,OFF-SU-10001165,33.36,4,0.0,8.6736
2019,BK-11260,CA-2015-113110,OFF-PA-10002749,40.14,6,0.0,19.6686
2020,RH-19510,CA-2016-168354,OFF-ST-10001490,1606.23,9,0.0,481.869
2021,RH-19510,CA-2016-168354,OFF-PA-10002377,17.04,3,0.0,7.668
2022,RH-19510,CA-2016-168354,OFF-BI-10004826,49.53,3,0.0,23.7744
2023,RH-19510,CA-2016-168354,FUR-CH-10004675,872.32,4,0.0,244.2496
2024,GM-14500,US-2017-111241,OFF-BI-10002867,239.12,5,0.2,77.714
2025,MC-17275,CA-2015-114237,FUR-BO-10004409,141.96,2,0.0,39.7488
2026,VM-21685,CA-2016-113516,OFF-BI-10002225,33.024,2,0.2,11.5584
2027,VM-21685,CA-2016-113516,OFF-BI-10001989,67.136,4,0.2,23.4976
2028,GP-14740,CA-2015-117961,OFF-BI-10000343,14.73,3,0.0,6.9231
2029,GP-14740,CA-2015-117961,OFF-ST-10001172,104.9,5,0.0,25.176
2030,GP-14740,CA-2015-117961,OFF-BI-10003707,61.04,4,0.0,30.52
2031,GP-14740,CA-2015-117961,OFF-PA-10001274,10.95,3,0.0,5.1465
2032,GB-14530,CA-2016-128923,OFF-PA-10002250,9.392,2,0.2,3.2872
2033,GB-14530,CA-2016-128923,OFF-AR-10000475,9.328,1,0.2,0.8162
2034,CT-11995,CA-2017-162481,OFF-BI-10002976,8.26,2,0.0,3.8822
2035,CT-11995,CA-2017-162481,FUR-CH-10003061,269.97,3,0.0,51.2943
2036,CW-11905,CA-2015-119214,OFF-PA-10002893,29.04,3,0.0,13.9392
2037,CW-11905,CA-2015-119214,OFF-LA-10003077,14.62,2,0.0,6.8714
2038,SN-20560,CA-2015-122287,OFF-PA-10001661,11.952,3,0.2,4.3326
2039,SN-20560,CA-2015-122287,OFF-BI-10004656,4.536,7,0.7,-3.3264
2040,SN-20560,CA-2015-122287,OFF-BI-10003707,9.156,2,0.7,-6.104
2041,SN-20560,CA-2015-122287,FUR-FU-10004973,75.36,5,0.2,20.724
2042,EB-13705,CA-2015-104493,OFF-BI-10004817,57.504,6,0.2,20.1264
2043,JW-15220,US-2017-158946,OFF-AR-10001860,38.864,7,0.2,7.7728
2044,KB-16585,CA-2014-129168,OFF-PA-10001639,15.552,3,0.2,5.4432
2045,MC-17590,CA-2016-131835,OFF-AP-10004487,162.64,2,0.0,45.5392
2046,MC-17590,CA-2016-131835,TEC-PH-10001760,597.0,3,0.0,280.59
2047,MC-17590,CA-2016-131835,OFF-PA-10004071,55.48,1,0.0,26.6304
2048,CK-12595,CA-2015-142237,FUR-FU-10004848,289.8,7,0.2,36.225
2049,CK-12595,CA-2015-142237,OFF-BI-10004022,2.502,3,0.7,-2.0016
2050,CK-12595,CA-2015-142237,OFF-BI-10003669,6.48,4,0.7,-4.752
2051,CK-12595,CA-2015-142237,FUR-CH-10003833,341.488,8,0.3,-73.176
2052,CK-12595,CA-2015-142237,OFF-AR-10003732,11.12,5,0.2,0.834
2053,CK-12595,CA-2015-142237,FUR-FU-10003142,25.344,6,0.2,3.4848
2054,RD-19480,CA-2016-136434,FUR-FU-10001196,17.31,3,0.0,5.193
2055,TP-21130,CA-2017-120376,TEC-AC-10001114,199.95,5,0.0,63.984
2056,TP-21130,CA-2017-120376,FUR-CH-10002335,1586.69,7,0.0,412.5394
2057,TP-21130,CA-2017-120376,TEC-AC-10000844,84.99,1,0.0,30.5964
2058,TP-21130,CA-2017-120376,FUR-TA-10004534,411.8,2,0.0,70.006
2059,GG-14650,CA-2014-106439,OFF-FA-10002975,11.34,3,0.0,5.2164
2060,GG-14650,CA-2014-106439,OFF-ST-10003996,80.3,5,0.0,20.878
2061,GG-14650,CA-2014-106439,OFF-BI-10002571,15.968,2,0.2,5.3892
2062,GG-14650,CA-2014-106439,OFF-PA-10000477,64.74,13,0.0,30.4278
2063,GG-14650,CA-2014-106439,OFF-BI-10004209,19.296,3,0.2,6.03
2064,GG-14650,CA-2014-106439,OFF-ST-10001963,405.64,4,0.0,12.1692
2065,GG-14650,CA-2014-106439,FUR-CH-10003833,146.352,3,0.2,-9.147
2066,GG-14650,CA-2014-106439,TEC-AC-10004568,251.91,9,0.0,47.8629
2067,GG-14650,CA-2014-106439,OFF-AR-10001419,12.39,3,0.0,3.717
2068,ZC-21910,CA-2015-133452,TEC-AC-10002800,199.96,4,0.0,69.986
2069,ZC-21910,CA-2015-133452,FUR-TA-10003954,710.832,3,0.2,-97.7394
2070,CC-12610,CA-2016-146521,OFF-BI-10000301,1.941,1,0.7,-1.294
2071,KA-16525,US-2017-110996,FUR-CH-10003956,283.92,5,0.2,-46.137
2072,TC-20980,CA-2016-129693,OFF-BI-10002954,7.312,2,0.2,2.5592
2073,DB-13270,CA-2017-122504,TEC-AC-10003289,59.97,3,0.0,13.7931
2074,DB-13270,CA-2017-122504,TEC-PH-10002468,761.544,7,0.2,66.6351
2075,TR-21325,CA-2014-131051,FUR-FU-10001861,58.2,3,0.0,28.518
2076,BF-11080,CA-2017-140676,OFF-PA-10004082,39.9,5,0.0,19.95
2077,BF-11080,CA-2017-140676,OFF-AP-10000358,90.86,7,0.0,26.3494
2078,BF-11080,CA-2017-140676,OFF-PA-10004243,94.85,5,0.0,45.528
2079,MS-17365,CA-2015-120103,OFF-PA-10001295,106.232,7,0.2,37.1812
2080,MS-17365,CA-2015-120103,TEC-PH-10002170,111.984,2,0.2,11.1984
2081,MS-17365,CA-2015-120103,FUR-FU-10002885,7.712,2,0.2,1.7352
2082,CK-12595,CA-2017-104647,OFF-PA-10002870,37.44,6,0.0,16.848
2083,ED-13885,CA-2014-110352,OFF-LA-10003923,23.68,2,0.2,8.88
2084,IM-15070,CA-2016-140501,OFF-LA-10003510,122.12,4,0.0,56.1752
2085,IM-15070,CA-2016-140501,OFF-LA-10000248,18.45,5,0.0,8.6715
2086,IM-15070,CA-2016-140501,OFF-ST-10000060,324.9,5,0.0,38.988
2087,IM-15070,CA-2016-140501,OFF-PA-10003129,146.73,3,0.0,68.9631
2088,IM-15070,CA-2016-140501,OFF-FA-10004076,3.96,2,0.0,1.4652
2089,MY-17380,CA-2015-139290,OFF-LA-10004008,5.76,2,0.0,2.6496
2090,MM-17260,CA-2017-166142,OFF-BI-10004094,26.55,3,0.0,13.0095
2091,MM-17260,CA-2017-166142,FUR-TA-10004607,310.443,3,0.3,-48.7839
2092,MP-17470,CA-2014-145926,FUR-CH-10004289,479.9,5,0.0,81.583
2093,AW-10840,CA-2015-149678,OFF-SU-10004498,12.88,1,0.0,0.3864
2094,SF-20065,US-2015-164357,OFF-AR-10001177,13.12,5,0.2,1.476
2095,SN-20710,US-2016-146570,OFF-BI-10001718,511.84,8,0.0,240.5648
2096,SN-20710,US-2016-146570,OFF-AR-10004602,91.96,4,0.0,25.7488
2097,SN-20710,US-2016-146570,OFF-AR-10003856,8.34,3,0.0,2.1684
2098,RD-19900,CA-2017-124401,OFF-ST-10000649,37.68,3,0.2,2.355
2099,RD-19900,CA-2017-124401,TEC-AC-10002926,279.944,7,0.2,80.4839
2100,KT-16480,US-2014-140116,OFF-ST-10000078,636.408,3,0.2,-15.9102
2101,KT-16480,US-2014-140116,OFF-AR-10001044,83.168,4,0.2,9.3564
2102,AH-10120,CA-2014-123295,FUR-CH-10002372,259.136,4,0.2,-25.9136
2103,BM-11650,CA-2017-167101,OFF-PA-10000357,221.92,4,0.0,106.5216
2104,BM-11650,CA-2017-167101,TEC-AC-10001266,26.0,2,0.0,11.7
2105,BW-11200,US-2014-167633,OFF-PA-10004888,15.552,3,0.2,5.4432
2106,HG-14965,US-2014-152723,OFF-BI-10003460,0.876,1,0.8,-1.4016
2107,SG-20080,CA-2015-164882,OFF-PA-10000157,19.98,1,0.0,9.3906
2108,SG-20080,CA-2015-164882,OFF-BI-10004519,398.352,3,0.2,124.485
2109,SG-20080,CA-2015-164882,OFF-AR-10004272,5.04,3,0.0,1.26
2110,SG-20080,CA-2015-164882,OFF-FA-10000585,17.45,5,0.0,8.027
2111,SG-20080,CA-2015-164882,FUR-CH-10004218,323.136,4,0.2,20.196
2112,SG-20080,CA-2015-164882,OFF-SU-10004231,29.7,3,0.0,8.019
2113,SG-20080,CA-2015-164882,TEC-PH-10001578,1295.84,4,0.2,145.782
2114,SG-20080,CA-2015-164882,OFF-ST-10003638,46.84,2,0.0,12.6468
2115,SG-20080,CA-2015-164882,FUR-BO-10002213,425.833,1,0.15,20.0392
2116,RK-19300,CA-2015-159786,FUR-TA-10001307,209.67,1,0.4,-13.978
2117,SW-20245,CA-2016-130267,OFF-PA-10002222,159.88,7,0.0,73.5448
2118,RW-19630,CA-2017-155460,OFF-PA-10002479,5.28,1,0.0,2.376
2119,RW-19630,CA-2017-155460,OFF-BI-10003091,895.92,5,0.2,302.373
2120,TS-21085,US-2017-168690,OFF-BI-10000145,2.808,3,0.7,-1.9656
2121,JB-15400,CA-2017-158246,FUR-CH-10003061,215.976,3,0.2,-2.6997
2122,EH-14005,CA-2017-167381,FUR-BO-10001972,241.96,2,0.0,41.1332
2123,EH-14005,CA-2017-167381,OFF-LA-10000134,27.72,9,0.0,13.3056
2124,EH-14005,CA-2017-144862,OFF-EN-10003040,104.68,5,0.2,35.3295
2125,EH-14005,CA-2017-144862,TEC-PH-10000923,62.958,7,0.4,9.4437
2126,BS-11665,CA-2014-126032,TEC-AC-10000158,86.376,3,0.2,1.0797
2127,JK-16120,CA-2015-134859,FUR-FU-10003623,64.944,3,0.2,6.4944
2128,JK-16120,CA-2015-134859,OFF-PA-10001293,20.736,4,0.2,7.2576
2129,RF-19345,US-2014-114188,OFF-AP-10000124,33.28,4,0.0,9.3184
2130,RF-19345,US-2014-114188,OFF-AR-10004511,38.52,9,0.0,11.9412
2131,RF-19345,US-2014-114188,FUR-FU-10000076,139.86,7,0.0,60.1398
2132,DL-12865,CA-2015-156524,OFF-PA-10003883,19.65,3,0.0,9.039
2133,WB-21850,CA-2015-122210,OFF-BI-10003656,152.991,3,0.7,-122.3928
2134,WB-21850,CA-2015-122210,OFF-FA-10000053,10.584,7,0.2,-2.3814
2135,WB-21850,CA-2015-122210,TEC-PH-10002807,94.92,4,0.4,15.82
2136,TB-21625,CA-2015-156377,FUR-FU-10002364,14.76,5,0.6,-11.439
2137,TB-21625,CA-2015-156377,OFF-BI-10002954,3.656,4,0.8,-5.8496
2138,CB-12415,US-2017-157896,OFF-PA-10004092,146.82,3,0.0,73.41
2139,GT-14635,CA-2014-159520,OFF-BI-10003982,149.544,9,0.2,50.4711
2140,GT-14635,CA-2014-159520,OFF-SU-10001664,17.14,2,0.0,4.4564
2141,GT-14635,CA-2014-159520,FUR-TA-10003238,991.764,3,0.4,-347.1174
2142,DK-13225,CA-2016-155481,OFF-PA-10004675,30.48,6,0.2,9.906
2143,DK-13225,CA-2016-155481,TEC-PH-10002293,23.988,2,0.4,-4.7976
2144,DK-13225,CA-2016-155481,OFF-FA-10002780,16.688,7,0.2,5.4236
2145,TS-21160,US-2016-152051,FUR-CH-10002965,422.058,3,0.3,-18.0882
2146,TS-21160,US-2016-152051,OFF-BI-10004781,38.088,4,0.7,-27.9312
2147,TS-21160,US-2016-152051,OFF-ST-10001713,254.352,6,0.2,-50.8704
2148,WB-21850,CA-2014-141607,FUR-FU-10003975,43.31,1,0.0,4.331
2149,DO-13435,CA-2017-102771,TEC-PH-10001536,84.95,5,0.0,22.087
2150,AF-10870,US-2017-139969,FUR-CH-10001973,233.058,3,0.3,-53.2704
2151,RB-19435,CA-2014-167360,TEC-AC-10001772,111.79,7,0.0,43.5981
2152,AR-10540,CA-2015-123505,OFF-PA-10002586,14.94,3,0.0,7.0218
2153,DR-12880,CA-2016-117282,OFF-BI-10004094,14.16,2,0.2,5.133
2154,BF-11170,US-2016-120460,FUR-FU-10004973,22.608,3,0.6,-10.1736
2155,LB-16735,CA-2016-111115,OFF-FA-10000624,21.48,6,0.0,10.74
2156,DV-13465,CA-2014-124646,OFF-ST-10001097,501.81,3,0.0,0.0
2157,DV-13465,CA-2014-124646,OFF-ST-10001469,161.94,3,0.0,9.7164
2158,NK-18490,CA-2017-148166,OFF-AR-10004956,17.856,4,0.2,2.0088
2159,CS-11950,CA-2016-159737,OFF-BI-10004236,8.808,3,0.8,-14.9736
2160,LH-17155,CA-2016-141019,FUR-FU-10002937,79.384,1,0.2,29.769
2161,DW-13480,CA-2016-101938,OFF-AR-10003696,34.58,1,0.0,10.0282
2162,KF-16285,CA-2017-166296,OFF-PA-10004359,314.55,3,0.0,150.984
2163,HA-14920,CA-2016-154018,TEC-AC-10002402,191.976,3,0.2,23.997
2164,HA-14920,CA-2016-154018,OFF-PA-10000551,8.288,2,0.2,3.0044
2165,HA-14920,CA-2016-154018,FUR-FU-10003394,139.92,5,0.6,-150.414
2166,HA-14920,CA-2016-154018,OFF-AR-10002067,15.872,1,0.2,1.1904
2167,HA-14920,CA-2016-154018,OFF-BI-10004140,6.286,7,0.8,-11.0005
2168,JH-15820,CA-2017-117870,OFF-AR-10004078,14.016,3,0.2,1.752
2169,JH-15820,CA-2017-117870,TEC-AC-10000927,71.976,3,0.2,-8.997
2170,JH-15820,CA-2017-117870,TEC-PH-10003931,107.982,3,0.4,-26.9955
2171,LC-16930,US-2017-137491,FUR-CH-10004675,305.312,2,0.3,-8.7232
2172,IL-15100,CA-2014-152296,OFF-BI-10004506,19.752,3,0.2,6.9132
2173,LS-16975,CA-2016-112025,OFF-BI-10002353,9.264,3,0.8,-13.896
2174,CC-12610,CA-2015-132507,OFF-ST-10000943,61.792,4,0.2,6.1792
2175,PB-18805,CA-2016-125738,OFF-PA-10000740,45.68,2,0.0,21.0128
2176,PB-18805,CA-2016-125738,OFF-PA-10003001,60.12,9,0.0,28.8576
2177,PB-18805,CA-2016-125738,OFF-BI-10001628,41.72,5,0.2,13.0375
2178,PB-18805,CA-2016-125738,OFF-PA-10001509,71.6,8,0.0,32.936
2179,CJ-12010,CA-2016-128818,OFF-BI-10000309,85.232,7,0.2,30.8966
2180,CJ-12010,CA-2016-128818,OFF-LA-10003923,44.4,3,0.0,22.2
2181,CJ-12010,CA-2016-128818,FUR-CH-10002084,442.764,4,0.1,59.0352
2182,CJ-12010,CA-2016-128818,TEC-MA-10000488,3999.95,5,0.0,1159.9855
2183,CJ-12010,CA-2016-128818,TEC-AC-10001767,199.95,5,0.0,21.9945
2184,CJ-12010,CA-2016-128818,FUR-FU-10001940,63.68,8,0.0,28.0192
2185,HK-14890,CA-2017-124576,OFF-BI-10002735,54.896,2,0.2,18.5274
2186,RH-19600,CA-2016-101378,TEC-AC-10002345,29.0,2,0.0,7.25
2187,IL-15100,CA-2017-143063,OFF-EN-10003134,70.08,6,0.0,35.04
2188,IL-15100,CA-2017-143063,FUR-FU-10003708,121.3,2,0.0,25.473
2189,IL-15100,CA-2017-143063,TEC-PH-10003645,1454.49,9,0.0,378.1674
2190,AS-10240,CA-2016-118913,OFF-AP-10000692,60.81,3,0.0,17.0268
2191,AP-10915,CA-2016-128412,OFF-BI-10001718,153.552,3,0.2,51.8238
2192,AP-10915,CA-2016-128412,OFF-AP-10002082,65.34,3,0.0,22.869
2193,AP-10915,CA-2016-128412,OFF-PA-10001125,123.92,4,0.0,55.764
2194,AP-10915,CA-2016-128412,OFF-AP-10000252,35.1,3,0.0,12.285
2195,AP-10915,CA-2016-128412,TEC-AC-10003038,44.75,5,0.0,8.5025
2196,AG-10390,CA-2016-136483,OFF-AR-10000940,4.704,2,0.2,0.4116
2197,BF-11080,CA-2014-163013,OFF-AR-10001954,14.67,3,0.0,3.9609
2198,CK-12205,CA-2015-135363,OFF-PA-10003177,15.552,3,0.2,5.4432
2199,CK-12205,CA-2015-135363,OFF-PA-10000533,5.232,1,0.2,1.7004
2200,LT-17110,US-2014-165659,FUR-FU-10001935,22.2,6,0.0,9.102
2201,LT-17110,US-2014-165659,TEC-PH-10002563,881.93,7,0.0,229.3018
2202,BT-11305,CA-2015-138002,OFF-BI-10002160,6.096,2,0.2,2.1336
2203,BT-11305,CA-2015-138002,FUR-FU-10004748,191.82,3,0.0,74.8098
2204,SC-20725,CA-2015-128860,FUR-FU-10001473,20.104,1,0.2,1.7591
2205,CG-12040,CA-2016-164350,OFF-AR-10000538,67.56,3,0.2,8.445
2206,AW-10930,US-2014-103905,OFF-BI-10001098,29.932,7,0.8,-46.3946
2207,AW-10930,US-2014-103905,TEC-PH-10001552,38.272,4,0.2,3.8272
2208,RB-19705,CA-2015-129854,OFF-AR-10000390,16.52,4,0.0,7.5992
2209,ML-17410,CA-2014-125556,TEC-PH-10001079,832.93,7,0.0,233.2204
2210,ML-17410,CA-2014-125556,OFF-BI-10003460,43.8,10,0.0,21.024
2211,VB-21745,CA-2016-162313,OFF-AP-10003842,167.292,6,0.1,29.7408
2212,SW-20275,CA-2017-107874,FUR-FU-10003535,27.42,1,0.0,11.2422
2213,NS-18505,CA-2017-129378,OFF-BI-10002012,1.44,1,0.2,0.504
2214,NS-18505,CA-2017-129378,OFF-BI-10001922,61.776,13,0.2,20.8494
2215,NS-18505,CA-2017-129378,OFF-AP-10000576,241.96,2,0.0,60.49
2216,NS-18505,CA-2017-129378,FUR-CH-10000553,108.608,4,0.2,9.5032
2217,DB-13555,CA-2014-151953,OFF-AR-10003469,2.816,2,0.2,0.9856
2218,MH-17620,CA-2017-130841,OFF-BI-10000145,9.984,4,0.2,3.6192
2219,MH-17620,CA-2017-130841,OFF-ST-10001580,14.98,1,0.0,4.1944
2220,MH-17620,CA-2017-130841,TEC-PH-10001817,1145.6,4,0.2,100.24
2221,DK-13375,CA-2015-131884,TEC-PH-10001578,485.94,2,0.4,-89.089
