,Order ID,Customer ID,Product ID,Order Date,Ship Date,Ship Mode
1817,CA-2015-125423,MC-17575,OFF-LA-10001771,12/13/2015,12/15/2015,Second Class
1818,US-2014-130379,JL-15235,OFF-AP-10001394,5/25/2014,5/29/2014,Standard Class
1819,US-2014-130379,JL-15235,FUR-FU-10002553,5/25/2014,5/29/2014,Standard Class
1820,CA-2016-168956,EA-14035,OFF-AP-10004233,2/16/2016,2/20/2016,Standard Class
1821,CA-2016-168956,EA-14035,OFF-FA-10000304,2/16/2016,2/20/2016,Standard Class
1822,CA-2016-168956,EA-14035,FUR-CH-10004754,2/16/2016,2/20/2016,Standard Class
1823,CA-2016-168956,EA-14035,OFF-PA-10000809,2/16/2016,2/20/2016,Standard Class
1824,CA-2016-167507,SA-20830,OFF-BI-10003694,12/22/2016,12/28/2016,Standard Class
1825,CA-2016-167507,SA-20830,FUR-FU-10001935,12/22/2016,12/28/2016,Standard Class
1826,CA-2016-167507,SA-20830,FUR-FU-10002878,12/22/2016,12/28/2016,Standard Class
1827,CA-2016-109344,CH-12070,TEC-PH-10002624,2/8/2016,2/11/2016,Second Class
1828,US-2015-140851,ND-18460,OFF-PA-10000019,7/13/2015,7/15/2015,Second Class
1829,CA-2014-103373,BS-11755,TEC-PH-10002885,5/18/2014,5/24/2014,Standard Class
1830,CA-2017-145884,SL-20155,TEC-PH-10000895,10/21/2017,10/21/2017,Same Day
1831,CA-2017-145884,SL-20155,FUR-TA-10002356,10/21/2017,10/21/2017,Same Day
1832,CA-2015-131422,GB-14530,FUR-CH-10001270,11/5/2015,11/9/2015,Standard Class
1833,CA-2017-162691,AS-10045,TEC-MA-10000488,8/1/2017,8/7/2017,Standard Class
1834,CA-2017-162691,AS-10045,OFF-PA-10003729,8/1/2017,8/7/2017,Standard Class
1835,CA-2014-141278,RM-19375,OFF-AR-10003056,6/21/2014,6/24/2014,First Class
1836,CA-2017-122693,NH-18610,OFF-AP-10002518,2/19/2017,2/21/2017,Second Class
1837,CA-2014-117345,BF-10975,OFF-LA-10000240,8/1/2014,8/5/2014,Standard Class
1838,CA-2014-117345,BF-10975,FUR-FU-10000629,8/1/2014,8/5/2014,Standard Class
1839,CA-2014-117345,BF-10975,OFF-AP-10001005,8/1/2014,8/5/2014,Standard Class
1840,CA-2014-117345,BF-10975,OFF-PA-10002377,8/1/2014,8/5/2014,Standard Class
1841,CA-2016-157763,KH-16330,FUR-CH-10000988,7/18/2016,7/23/2016,Standard Class
1842,CA-2015-135391,FA-14230,OFF-LA-10001074,2/9/2015,2/11/2015,Second Class
1843,CA-2015-135391,FA-14230,FUR-FU-10001986,2/9/2015,2/11/2015,Second Class
1844,US-2017-113852,GW-14605,TEC-AC-10003027,7/29/2017,8/2/2017,Standard Class
1845,US-2017-158512,DA-13450,OFF-PA-10001804,1/12/2017,1/17/2017,Second Class
1846,US-2017-158512,DA-13450,FUR-FU-10004973,1/12/2017,1/17/2017,Second Class
1847,CA-2017-128370,FH-14275,FUR-CH-10002602,9/10/2017,9/10/2017,Same Day
1848,CA-2017-128370,FH-14275,OFF-BI-10004140,9/10/2017,9/10/2017,Same Day
1849,CA-2015-160472,RK-19300,OFF-ST-10000464,7/20/2015,7/25/2015,Second Class
1850,CA-2015-160472,RK-19300,TEC-AC-10002253,7/20/2015,7/25/2015,Second Class
1851,CA-2015-160472,RK-19300,OFF-PA-10000528,7/20/2015,7/25/2015,Second Class
1852,CA-2015-160472,RK-19300,OFF-EN-10000483,7/20/2015,7/25/2015,Second Class
1853,CA-2015-160472,RK-19300,OFF-PA-10003129,7/20/2015,7/25/2015,Second Class
1854,CA-2015-160472,RK-19300,OFF-ST-10003442,7/20/2015,7/25/2015,Second Class
1855,CA-2014-114643,FM-14215,OFF-AR-10003631,6/13/2014,6/17/2014,Standard Class
1856,US-2017-158218,AC-10420,OFF-ST-10000563,5/12/2017,5/15/2017,Second Class
1857,US-2017-158218,AC-10420,OFF-BI-10002133,5/12/2017,5/15/2017,Second Class
1858,CA-2015-121608,JB-15400,OFF-AP-10002311,9/3/2015,9/5/2015,First Class
1859,CA-2015-121608,JB-15400,TEC-PH-10004959,9/3/2015,9/5/2015,First Class
1860,US-2017-121251,GM-14440,FUR-BO-10001918,3/26/2017,3/27/2017,First Class
1861,US-2017-121251,GM-14440,TEC-PH-10004896,3/26/2017,3/27/2017,First Class
1862,CA-2014-151078,RF-19840,OFF-ST-10001328,11/12/2014,11/12/2014,Same Day
1863,US-2016-100839,NC-18625,FUR-TA-10004575,10/13/2016,10/17/2016,Standard Class
1864,US-2016-100839,NC-18625,FUR-FU-10001617,10/13/2016,10/17/2016,Standard Class
1865,US-2017-116659,NG-18355,TEC-PH-10002824,11/12/2017,11/12/2017,Same Day
1866,CA-2017-118857,AH-10075,FUR-FU-10004460,4/15/2017,4/18/2017,First Class
1867,CA-2015-127110,CH-12070,OFF-PA-10003309,6/25/2015,7/1/2015,Standard Class
1868,CA-2015-127110,CH-12070,OFF-ST-10002554,6/25/2015,7/1/2015,Standard Class
1869,CA-2016-148201,CC-12145,OFF-PA-10000019,8/26/2016,8/29/2016,Second Class
1870,CA-2014-116932,ME-18010,OFF-AR-10002067,7/21/2014,7/25/2014,Standard Class
1871,CA-2014-116932,ME-18010,FUR-CH-10001215,7/21/2014,7/25/2014,Standard Class
1872,CA-2014-116932,ME-18010,FUR-TA-10004175,7/21/2014,7/25/2014,Standard Class
1873,CA-2017-142888,BP-11230,FUR-TA-10004767,11/21/2017,11/25/2017,Standard Class
1874,CA-2014-147914,MP-17470,OFF-PA-10001685,6/4/2014,6/9/2014,Standard Class
1875,US-2016-112977,CJ-12010,FUR-BO-10003272,3/10/2016,3/16/2016,Standard Class
1876,CA-2017-112039,JC-15775,TEC-PH-10000984,3/25/2017,3/29/2017,Standard Class
1877,CA-2017-118885,JG-15160,FUR-CH-10002880,12/29/2017,1/2/2018,Standard Class
1878,CA-2017-118885,JG-15160,TEC-PH-10002563,12/29/2017,1/2/2018,Standard Class
1879,US-2017-166611,CK-12760,OFF-BI-10001191,3/28/2017,4/2/2017,Standard Class
1880,CA-2015-109512,LF-17185,OFF-EN-10002621,3/5/2015,3/5/2015,Same Day
1881,CA-2015-109512,LF-17185,FUR-CH-10001146,3/5/2015,3/5/2015,Same Day
1882,CA-2015-109512,LF-17185,OFF-ST-10000689,3/5/2015,3/5/2015,Same Day
1883,CA-2016-118570,CC-12430,OFF-PA-10001289,11/13/2016,11/17/2016,Standard Class
1884,CA-2017-154718,DL-12865,OFF-LA-10003714,1/19/2017,1/23/2017,Second Class
1885,CA-2016-147578,PG-18895,FUR-FU-10001889,4/22/2016,4/26/2016,Second Class
1886,CA-2014-140165,EH-14005,OFF-FA-10002815,5/13/2014,5/15/2014,First Class
1887,CA-2014-140165,EH-14005,OFF-BI-10004519,5/13/2014,5/15/2014,First Class
1888,CA-2014-142587,TB-21520,OFF-AP-10004708,10/21/2014,10/22/2014,First Class
1889,CA-2014-142587,TB-21520,FUR-TA-10000617,10/21/2014,10/22/2014,First Class
1890,CA-2014-157623,DK-13225,OFF-PA-10001204,3/14/2014,3/18/2014,Standard Class
1891,CA-2014-157623,DK-13225,OFF-AR-10003723,3/14/2014,3/18/2014,Standard Class
1892,CA-2017-145310,JP-15520,OFF-EN-10002621,12/22/2017,12/24/2017,Second Class
1893,CA-2016-100083,CD-11980,OFF-PA-10000241,11/24/2016,11/29/2016,Standard Class
1894,US-2017-108063,AS-10090,OFF-AR-10001446,12/2/2017,12/5/2017,First Class
1895,CA-2015-109197,JO-15280,OFF-BI-10004632,12/31/2015,1/4/2016,Standard Class
1896,CA-2017-141789,AC-10450,OFF-BI-10001359,10/3/2017,10/6/2017,First Class
1897,CA-2014-169775,RA-19945,OFF-EN-10001749,8/29/2014,9/2/2014,Second Class
1898,CA-2014-169775,RA-19945,OFF-BI-10004390,8/29/2014,9/2/2014,Second Class
1899,CA-2014-169775,RA-19945,FUR-TA-10001857,8/29/2014,9/2/2014,Second Class
1900,CA-2016-140543,Co-12640,OFF-ST-10000563,6/29/2016,7/3/2016,Second Class
1901,CA-2016-151141,DW-13480,TEC-PH-10004924,8/20/2016,8/23/2016,First Class
1902,CA-2017-167094,DK-12835,OFF-PA-10003953,10/21/2017,10/22/2017,First Class
1903,CA-2017-167094,DK-12835,FUR-CH-10000155,10/21/2017,10/22/2017,First Class
1904,CA-2017-167094,DK-12835,TEC-AC-10003116,10/21/2017,10/22/2017,First Class
1905,CA-2017-154410,MD-17860,OFF-ST-10002743,10/21/2017,10/24/2017,First Class
1906,US-2016-150567,RP-19855,OFF-BI-10001757,5/17/2016,5/21/2016,Standard Class
1907,US-2016-150567,RP-19855,OFF-BI-10000069,5/17/2016,5/21/2016,Standard Class
1908,CA-2015-157959,RW-19540,FUR-FU-10004093,2/3/2015,2/4/2015,First Class
1909,CA-2017-105886,DB-13660,FUR-FU-10001037,12/18/2017,12/23/2017,Standard Class
1910,CA-2016-105963,SC-20770,TEC-AC-10003832,11/15/2016,11/22/2016,Standard Class
1911,CA-2017-121503,FH-14275,OFF-PA-10001878,7/3/2017,7/6/2017,Second Class
1912,CA-2017-121503,FH-14275,TEC-MA-10003674,7/3/2017,7/6/2017,Second Class
1913,CA-2014-103366,EH-13990,TEC-AC-10003628,1/15/2014,1/17/2014,First Class
1914,CA-2017-124597,AS-10630,OFF-LA-10003190,4/30/2017,5/5/2017,Standard Class
1915,CA-2017-124597,AS-10630,OFF-AR-10002280,4/30/2017,5/5/2017,Standard Class
1916,CA-2017-124597,AS-10630,OFF-LA-10001569,4/30/2017,5/5/2017,Standard Class
1917,CA-2015-105634,HA-14905,OFF-AR-10001573,11/8/2015,11/14/2015,Standard Class
1918,CA-2015-123673,CH-12070,TEC-PH-10001809,10/30/2015,11/1/2015,Second Class
1919,US-2017-111423,EH-13765,OFF-BI-10003091,8/17/2017,8/19/2017,First Class
1920,US-2017-111423,EH-13765,FUR-CH-10003981,8/17/2017,8/19/2017,First Class
1921,CA-2015-125178,MZ-17515,OFF-ST-10002562,10/3/2015,10/9/2015,Standard Class
1922,CA-2016-156685,SC-20230,TEC-PH-10004345,7/8/2016,7/10/2016,Second Class
1923,CA-2016-156685,SC-20230,OFF-AR-10000588,7/8/2016,7/10/2016,Second Class
1924,CA-2017-126865,NP-18325,OFF-PA-10003039,12/5/2017,12/7/2017,Second Class
1925,CA-2017-102834,LW-16990,TEC-AC-10001908,3/9/2017,3/13/2017,Standard Class
1926,US-2016-139710,GM-14680,TEC-PH-10001198,6/9/2016,6/15/2016,Standard Class
1927,CA-2017-121538,RH-19495,OFF-PA-10004071,11/28/2017,12/1/2017,First Class
1928,US-2017-101539,VM-21685,OFF-PA-10001972,3/16/2017,3/18/2017,Second Class
1929,US-2017-101539,VM-21685,OFF-ST-10004180,3/16/2017,3/18/2017,Second Class
1930,US-2017-101539,VM-21685,TEC-PH-10004165,3/16/2017,3/18/2017,Second Class
1931,CA-2016-152121,CC-12670,TEC-PH-10002483,11/27/2016,11/29/2016,Second Class
1932,CA-2017-161200,SV-20365,FUR-BO-10000468,8/6/2017,8/10/2017,Second Class
1933,CA-2017-161200,SV-20365,FUR-FU-10001706,8/6/2017,8/10/2017,Second Class
1934,CA-2017-101245,LW-16990,OFF-PA-10003129,11/27/2017,12/3/2017,Standard Class
1935,CA-2017-101245,LW-16990,TEC-AC-10001284,11/27/2017,12/3/2017,Standard Class
1936,CA-2015-141768,NP-18685,FUR-FU-10002268,5/25/2015,5/27/2015,Second Class
1937,CA-2016-112109,JE-15715,OFF-BI-10002082,7/8/2016,7/12/2016,Standard Class
1938,CA-2016-112109,JE-15715,OFF-ST-10001505,7/8/2016,7/12/2016,Standard Class
1939,CA-2016-112109,JE-15715,OFF-BI-10001634,7/8/2016,7/12/2016,Standard Class
1940,CA-2016-112109,JE-15715,FUR-CH-10004287,7/8/2016,7/12/2016,Standard Class
1941,CA-2017-144064,CP-12085,OFF-LA-10004544,8/29/2017,9/1/2017,First Class
1942,CA-2017-144064,CP-12085,OFF-ST-10004507,8/29/2017,9/1/2017,First Class
1943,CA-2017-144064,CP-12085,OFF-BI-10002012,8/29/2017,9/1/2017,First Class
1944,CA-2016-108581,EA-14035,TEC-AC-10001109,6/20/2016,6/26/2016,Standard Class
1945,CA-2016-108581,EA-14035,OFF-PA-10000809,6/20/2016,6/26/2016,Standard Class
1946,CA-2017-157987,AC-10615,OFF-AR-10000658,9/2/2017,9/6/2017,Standard Class
1947,CA-2017-157987,AC-10615,FUR-FU-10001196,9/2/2017,9/6/2017,Standard Class
1948,CA-2017-157987,AC-10615,FUR-TA-10001889,9/2/2017,9/6/2017,Standard Class
1949,CA-2017-157987,AC-10615,OFF-AP-10000358,9/2/2017,9/6/2017,Standard Class
1950,CA-2017-157987,AC-10615,OFF-BI-10004970,9/2/2017,9/6/2017,Standard Class
1951,CA-2017-157987,AC-10615,TEC-PH-10003885,9/2/2017,9/6/2017,Standard Class
1952,CA-2017-157987,AC-10615,OFF-LA-10001641,9/2/2017,9/6/2017,Standard Class
1953,CA-2017-157987,AC-10615,FUR-CH-10003379,9/2/2017,9/6/2017,Standard Class
1954,CA-2017-157987,AC-10615,OFF-AR-10004582,9/2/2017,9/6/2017,Standard Class
1955,CA-2017-157987,AC-10615,TEC-AC-10002842,9/2/2017,9/6/2017,Standard Class
1956,CA-2017-157987,AC-10615,TEC-AC-10000109,9/2/2017,9/6/2017,Standard Class
1957,CA-2017-157987,AC-10615,OFF-PA-10003893,9/2/2017,9/6/2017,Standard Class
1958,CA-2017-110905,RW-19690,OFF-BI-10003669,9/10/2017,9/15/2017,Second Class
1959,CA-2017-110905,RW-19690,OFF-AP-10004785,9/10/2017,9/15/2017,Second Class
1960,CA-2017-110905,RW-19690,TEC-AC-10003023,9/10/2017,9/15/2017,Second Class
1961,CA-2017-110905,RW-19690,TEC-AC-10002217,9/10/2017,9/15/2017,Second Class
1962,CA-2017-110905,RW-19690,OFF-BI-10002954,9/10/2017,9/15/2017,Second Class
1963,CA-2017-110905,RW-19690,OFF-PA-10002586,9/10/2017,9/15/2017,Second Class
1964,CA-2017-110905,RW-19690,OFF-ST-10000025,9/10/2017,9/15/2017,Second Class
1965,CA-2017-110905,RW-19690,OFF-AP-10003281,9/10/2017,9/15/2017,Second Class
1966,CA-2017-165841,DB-13210,TEC-PH-10002103,12/21/2017,12/28/2017,Standard Class
1967,CA-2017-165841,DB-13210,OFF-SU-10000898,12/21/2017,12/28/2017,Standard Class
1968,CA-2017-165841,DB-13210,OFF-PA-10001144,12/21/2017,12/28/2017,Standard Class
1969,CA-2017-117485,BD-11320,TEC-AC-10004659,9/23/2017,9/29/2017,Standard Class
1970,CA-2017-140242,ML-17755,OFF-AR-10004752,5/6/2017,5/11/2017,Standard Class
1971,CA-2017-140242,ML-17755,TEC-AC-10004659,5/6/2017,5/11/2017,Standard Class
1972,CA-2014-148950,JD-16015,OFF-BI-10001249,12/14/2014,12/19/2014,Standard Class
1973,CA-2014-148950,JD-16015,OFF-FA-10003059,12/14/2014,12/19/2014,Standard Class
1974,CA-2014-148950,JD-16015,TEC-AC-10002718,12/14/2014,12/19/2014,Standard Class
1975,CA-2014-110408,AS-10225,OFF-ST-10001522,10/18/2014,10/20/2014,Second Class
1976,CA-2014-110408,AS-10225,TEC-PH-10002352,10/18/2014,10/20/2014,Second Class
1977,CA-2014-110408,AS-10225,FUR-CH-10003774,10/18/2014,10/20/2014,Second Class
1978,CA-2015-109939,AA-10375,OFF-AR-10000127,5/8/2015,5/12/2015,Standard Class
1979,CA-2016-112669,KT-16465,FUR-CH-10004086,4/14/2016,4/14/2016,Same Day
1980,CA-2016-112669,KT-16465,OFF-ST-10001228,4/14/2016,4/14/2016,Same Day
1981,CA-2015-119592,MM-18280,OFF-BI-10004187,12/14/2015,12/16/2015,Second Class
1982,CA-2014-122749,NG-18430,TEC-PH-10003811,12/3/2014,12/9/2014,Standard Class
1983,CA-2014-164721,LW-16825,OFF-AP-10000240,11/25/2014,11/27/2014,Second Class
1984,CA-2014-164721,LW-16825,FUR-FU-10001940,11/25/2014,11/27/2014,Second Class
1985,CA-2014-164721,LW-16825,OFF-PA-10000575,11/25/2014,11/27/2014,Second Class
1986,CA-2016-147417,CB-12415,TEC-CO-10001449,7/25/2016,7/27/2016,First Class
1987,CA-2015-127509,AS-10090,OFF-BI-10002393,11/9/2015,11/13/2015,Standard Class
1988,CA-2015-127509,AS-10090,FUR-TA-10002855,11/9/2015,11/13/2015,Standard Class
1989,CA-2015-127509,AS-10090,OFF-EN-10000781,11/9/2015,11/13/2015,Standard Class
1990,CA-2015-127509,AS-10090,OFF-PA-10002160,11/9/2015,11/13/2015,Standard Class
1991,CA-2017-111374,CB-12415,OFF-BI-10004970,2/24/2017,2/28/2017,Standard Class
1992,CA-2017-133648,ML-17755,OFF-LA-10003923,6/25/2017,7/2/2017,Standard Class
1993,CA-2017-133648,ML-17755,OFF-AR-10002257,6/25/2017,7/2/2017,Standard Class
1994,CA-2017-133648,ML-17755,OFF-FA-10004395,6/25/2017,7/2/2017,Standard Class
1995,US-2017-147221,JS-16030,OFF-AP-10002534,12/2/2017,12/4/2017,Second Class
1996,US-2017-147221,JS-16030,FUR-FU-10004020,12/2/2017,12/4/2017,Second Class
1997,CA-2014-131905,ND-18460,OFF-LA-10002787,2/6/2014,2/9/2014,First Class
1998,CA-2014-131905,ND-18460,TEC-PH-10003645,2/6/2014,2/9/2014,First Class
1999,CA-2014-131905,ND-18460,TEC-PH-10001615,2/6/2014,2/9/2014,First Class
2000,CA-2017-166128,LW-17215,TEC-AC-10001767,4/11/2017,4/18/2017,Standard Class
2001,CA-2017-166128,LW-17215,OFF-AR-10001221,4/11/2017,4/18/2017,Standard Class
2002,CA-2017-163510,JW-15955,OFF-ST-10000563,12/25/2017,12/28/2017,Second Class
2003,CA-2017-163510,JW-15955,FUR-CH-10001146,12/25/2017,12/28/2017,Second Class
2004,US-2017-143028,SC-20050,OFF-BI-10004738,4/11/2017,4/18/2017,Standard Class
2005,CA-2014-111150,RW-19630,OFF-AR-10000034,12/31/2014,1/4/2015,Standard Class
2006,CA-2014-111150,RW-19630,TEC-AC-10000290,12/31/2014,1/4/2015,Standard Class
2007,CA-2017-165386,CM-12190,FUR-BO-10003034,8/3/2017,8/4/2017,First Class
2008,CA-2014-116407,JF-15190,OFF-AR-10001315,11/15/2014,11/21/2014,Standard Class
2009,CA-2014-116407,JF-15190,OFF-AP-10002118,11/15/2014,11/21/2014,Standard Class
2010,CA-2014-116407,JF-15190,OFF-PA-10002137,11/15/2014,11/21/2014,Standard Class
2011,CA-2015-155761,SC-20800,TEC-AC-10001606,12/11/2015,12/11/2015,Same Day
2012,CA-2015-155761,SC-20800,OFF-ST-10000943,12/11/2015,12/11/2015,Same Day
2013,CA-2016-145905,AM-10705,FUR-CH-10001854,9/18/2016,9/23/2016,Standard Class
2014,CA-2016-145905,AM-10705,OFF-PA-10000533,9/18/2016,9/23/2016,Standard Class
2015,CA-2016-145905,AM-10705,OFF-ST-10003716,9/18/2016,9/23/2016,Standard Class
2016,CA-2015-113110,BK-11260,OFF-BI-10000088,3/19/2015,3/23/2015,Standard Class
2017,CA-2015-113110,BK-11260,OFF-LA-10000240,3/19/2015,3/23/2015,Standard Class
2018,CA-2015-113110,BK-11260,OFF-SU-10001165,3/19/2015,3/23/2015,Standard Class
2019,CA-2015-113110,BK-11260,OFF-PA-10002749,3/19/2015,3/23/2015,Standard Class
2020,CA-2016-168354,RH-19510,OFF-ST-10001490,9/19/2016,9/21/2016,First Class
2021,CA-2016-168354,RH-19510,OFF-PA-10002377,9/19/2016,9/21/2016,First Class
2022,CA-2016-168354,RH-19510,OFF-BI-10004826,9/19/2016,9/21/2016,First Class
2023,CA-2016-168354,RH-19510,FUR-CH-10004675,9/19/2016,9/21/2016,First Class
2024,US-2017-111241,GM-14500,OFF-BI-10002867,8/20/2017,8/22/2017,Second Class
2025,CA-2015-114237,MC-17275,FUR-BO-10004409,3/13/2015,3/15/2015,First Class
2026,CA-2016-113516,VM-21685,OFF-BI-10002225,9/8/2016,9/10/2016,Second Class
2027,CA-2016-113516,VM-21685,OFF-BI-10001989,9/8/2016,9/10/2016,Second Class
2028,CA-2015-117961,GP-14740,OFF-BI-10000343,11/26/2015,11/30/2015,Standard Class
2029,CA-2015-117961,GP-14740,OFF-ST-10001172,11/26/2015,11/30/2015,Standard Class
2030,CA-2015-117961,GP-14740,OFF-BI-10003707,11/26/2015,11/30/2015,Standard Class
2031,CA-2015-117961,GP-14740,OFF-PA-10001274,11/26/2015,11/30/2015,Standard Class
2032,CA-2016-128923,GB-14530,OFF-PA-10002250,12/9/2016,12/13/2016,Standard Class
2033,CA-2016-128923,GB-14530,OFF-AR-10000475,12/9/2016,12/13/2016,Standard Class
2034,CA-2017-162481,CT-11995,OFF-BI-10002976,9/25/2017,9/29/2017,Standard Class
2035,CA-2017-162481,CT-11995,FUR-CH-10003061,9/25/2017,9/29/2017,Standard Class
2036,CA-2015-119214,CW-11905,OFF-PA-10002893,1/23/2015,1/27/2015,Standard Class
2037,CA-2015-119214,CW-11905,OFF-LA-10003077,1/23/2015,1/27/2015,Standard Class
2038,CA-2015-122287,SN-20560,OFF-PA-10001661,6/18/2015,6/23/2015,Standard Class
2039,CA-2015-122287,SN-20560,OFF-BI-10004656,6/18/2015,6/23/2015,Standard Class
2040,CA-2015-122287,SN-20560,OFF-BI-10003707,6/18/2015,6/23/2015,Standard Class
2041,CA-2015-122287,SN-20560,FUR-FU-10004973,6/18/2015,6/23/2015,Standard Class
2042,CA-2015-104493,EB-13705,OFF-BI-10004817,10/2/2015,10/8/2015,Standard Class
2043,US-2017-158946,JW-15220,OFF-AR-10001860,11/18/2017,11/23/2017,Standard Class
2044,CA-2014-129168,KB-16585,OFF-PA-10001639,8/17/2014,8/23/2014,Standard Class
2045,CA-2016-131835,MC-17590,OFF-AP-10004487,7/17/2016,7/21/2016,Standard Class
2046,CA-2016-131835,MC-17590,TEC-PH-10001760,7/17/2016,7/21/2016,Standard Class
2047,CA-2016-131835,MC-17590,OFF-PA-10004071,7/17/2016,7/21/2016,Standard Class
2048,CA-2015-142237,CK-12595,FUR-FU-10004848,7/11/2015,7/13/2015,First Class
2049,CA-2015-142237,CK-12595,OFF-BI-10004022,7/11/2015,7/13/2015,First Class
2050,CA-2015-142237,CK-12595,OFF-BI-10003669,7/11/2015,7/13/2015,First Class
2051,CA-2015-142237,CK-12595,FUR-CH-10003833,7/11/2015,7/13/2015,First Class
2052,CA-2015-142237,CK-12595,OFF-AR-10003732,7/11/2015,7/13/2015,First Class
2053,CA-2015-142237,CK-12595,FUR-FU-10003142,7/11/2015,7/13/2015,First Class
2054,CA-2016-136434,RD-19480,FUR-FU-10001196,12/1/2016,12/7/2016,Standard Class
2055,CA-2017-120376,TP-21130,TEC-AC-10001114,12/22/2017,12/25/2017,First Class
2056,CA-2017-120376,TP-21130,FUR-CH-10002335,12/22/2017,12/25/2017,First Class
2057,CA-2017-120376,TP-21130,TEC-AC-10000844,12/22/2017,12/25/2017,First Class
2058,CA-2017-120376,TP-21130,FUR-TA-10004534,12/22/2017,12/25/2017,First Class
2059,CA-2014-106439,GG-14650,OFF-FA-10002975,10/31/2014,11/4/2014,Standard Class
2060,CA-2014-106439,GG-14650,OFF-ST-10003996,10/31/2014,11/4/2014,Standard Class
2061,CA-2014-106439,GG-14650,OFF-BI-10002571,10/31/2014,11/4/2014,Standard Class
2062,CA-2014-106439,GG-14650,OFF-PA-10000477,10/31/2014,11/4/2014,Standard Class
2063,CA-2014-106439,GG-14650,OFF-BI-10004209,10/31/2014,11/4/2014,Standard Class
2064,CA-2014-106439,GG-14650,OFF-ST-10001963,10/31/2014,11/4/2014,Standard Class
2065,CA-2014-106439,GG-14650,FUR-CH-10003833,10/31/2014,11/4/2014,Standard Class
2066,CA-2014-106439,GG-14650,TEC-AC-10004568,10/31/2014,11/4/2014,Standard Class
2067,CA-2014-106439,GG-14650,OFF-AR-10001419,10/31/2014,11/4/2014,Standard Class
2068,CA-2015-133452,ZC-21910,TEC-AC-10002800,4/13/2015,4/19/2015,Standard Class
2069,CA-2015-133452,ZC-21910,FUR-TA-10003954,4/13/2015,4/19/2015,Standard Class
2070,CA-2016-146521,CC-12610,OFF-BI-10000301,7/21/2016,7/23/2016,Second Class
2071,US-2017-110996,KA-16525,FUR-CH-10003956,11/20/2017,11/25/2017,Standard Class
2072,CA-2016-129693,TC-20980,OFF-BI-10002954,11/26/2016,12/2/2016,Standard Class
2073,CA-2017-122504,DB-13270,TEC-AC-10003289,11/7/2017,11/12/2017,Second Class
2074,CA-2017-122504,DB-13270,TEC-PH-10002468,11/7/2017,11/12/2017,Second Class
2075,CA-2014-131051,TR-21325,FUR-FU-10001861,12/1/2014,12/5/2014,Standard Class
2076,CA-2017-140676,BF-11080,OFF-PA-10004082,9/12/2017,9/15/2017,First Class
2077,CA-2017-140676,BF-11080,OFF-AP-10000358,9/12/2017,9/15/2017,First Class
2078,CA-2017-140676,BF-11080,OFF-PA-10004243,9/12/2017,9/15/2017,First Class
2079,CA-2015-120103,MS-17365,OFF-PA-10001295,12/24/2015,12/29/2015,Standard Class
2080,CA-2015-120103,MS-17365,TEC-PH-10002170,12/24/2015,12/29/2015,Standard Class
2081,CA-2015-120103,MS-17365,FUR-FU-10002885,12/24/2015,12/29/2015,Standard Class
2082,CA-2017-104647,CK-12595,OFF-PA-10002870,2/23/2017,3/1/2017,Standard Class
2083,CA-2014-110352,ED-13885,OFF-LA-10003923,11/23/2014,11/29/2014,Standard Class
2084,CA-2016-140501,IM-15070,OFF-LA-10003510,6/23/2016,6/28/2016,Standard Class
2085,CA-2016-140501,IM-15070,OFF-LA-10000248,6/23/2016,6/28/2016,Standard Class
2086,CA-2016-140501,IM-15070,OFF-ST-10000060,6/23/2016,6/28/2016,Standard Class
2087,CA-2016-140501,IM-15070,OFF-PA-10003129,6/23/2016,6/28/2016,Standard Class
2088,CA-2016-140501,IM-15070,OFF-FA-10004076,6/23/2016,6/28/2016,Standard Class
2089,CA-2015-139290,MY-17380,OFF-LA-10004008,10/26/2015,10/30/2015,Standard Class
2090,CA-2017-166142,MM-17260,OFF-BI-10004094,7/15/2017,7/19/2017,Standard Class
2091,CA-2017-166142,MM-17260,FUR-TA-10004607,7/15/2017,7/19/2017,Standard Class
2092,CA-2014-145926,MP-17470,FUR-CH-10004289,11/17/2014,11/21/2014,Standard Class
2093,CA-2015-149678,AW-10840,OFF-SU-10004498,4/13/2015,4/15/2015,Second Class
2094,US-2015-164357,SF-20065,OFF-AR-10001177,11/25/2015,11/29/2015,Standard Class
2095,US-2016-146570,SN-20710,OFF-BI-10001718,5/15/2016,5/20/2016,Standard Class
2096,US-2016-146570,SN-20710,OFF-AR-10004602,5/15/2016,5/20/2016,Standard Class
2097,US-2016-146570,SN-20710,OFF-AR-10003856,5/15/2016,5/20/2016,Standard Class
2098,CA-2017-124401,RD-19900,OFF-ST-10000649,9/7/2017,9/12/2017,Standard Class
2099,CA-2017-124401,RD-19900,TEC-AC-10002926,9/7/2017,9/12/2017,Standard Class
2100,US-2014-140116,KT-16480,OFF-ST-10000078,3/10/2014,3/17/2014,Standard Class
2101,US-2014-140116,KT-16480,OFF-AR-10001044,3/10/2014,3/17/2014,Standard Class
2102,CA-2014-123295,AH-10120,FUR-CH-10002372,7/18/2014,7/18/2014,Same Day
2103,CA-2017-167101,BM-11650,OFF-PA-10000357,3/24/2017,3/28/2017,Second Class
2104,CA-2017-167101,BM-11650,TEC-AC-10001266,3/24/2017,3/28/2017,Second Class
2105,US-2014-167633,BW-11200,OFF-PA-10004888,9/30/2014,10/5/2014,Standard Class
